;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;;Unkn;;;18,7219137691974;18,7219137691974;0;NaN;NaN;NaN;0;72;
;A02;SYBR;;Unkn;;;18,3510869356712;18,3510869356712;0;NaN;NaN;NaN;0;72;
;A03;SYBR;;Unkn;;;18,0526915620601;18,0526915620601;0;NaN;NaN;NaN;0;72;
;A04;SYBR;;Unkn;;;20,2939397137094;20,2939397137094;0;NaN;NaN;NaN;0;72;
;A05;SYBR;;Unkn;;;19,2993161675051;19,2993161675051;0;NaN;NaN;NaN;0;72;
;A06;SYBR;;Unkn;;;20,1501870641817;20,1501870641817;0;NaN;NaN;NaN;0;72;
;A07;SYBR;;Unkn;;;18,1875267985434;18,1875267985434;0;NaN;NaN;NaN;0;72;
;A08;SYBR;;Unkn;;;21,1709473873713;21,1709473873713;0;NaN;NaN;NaN;0;72;
;A09;SYBR;;Unkn;;;18,6799929869609;18,6799929869609;0;NaN;NaN;NaN;0;72;
;A10;SYBR;;Unkn;;;19,0038173120189;19,0038173120189;0;NaN;NaN;NaN;0;72;
;A11;SYBR;;Unkn;;;22,7210420147022;22,7210420147022;0;NaN;NaN;NaN;0;72;
;A12;SYBR;;Unkn;;;18,0975300670021;18,0975300670021;0;NaN;NaN;NaN;0;72;
;B01;SYBR;;Unkn;;;18,2149610989829;18,2149610989829;0;NaN;NaN;NaN;0;72;
;B02;SYBR;;Unkn;;;18,284119128633;18,284119128633;0;NaN;NaN;NaN;0;72;
;B03;SYBR;;Unkn;;;17,6089246685114;17,6089246685114;0;NaN;NaN;NaN;0;72;
;B04;SYBR;;Unkn;;;20,2026336921564;20,2026336921564;0;NaN;NaN;NaN;0;72;
;B05;SYBR;;Unkn;;;19,205882483872;19,205882483872;0;NaN;NaN;NaN;0;72;
;B06;SYBR;;Unkn;;;19,6637016622164;19,6637016622164;0;NaN;NaN;NaN;0;72;
;B07;SYBR;;Unkn;;;18,0509127162624;18,0509127162624;0;NaN;NaN;NaN;0;72;
;B08;SYBR;;Unkn;;;20,8355002732909;20,8355002732909;0;NaN;NaN;NaN;0;72;
;B09;SYBR;;Unkn;;;18,530783898959;18,530783898959;0;NaN;NaN;NaN;0;72;
;B10;SYBR;;Unkn;;;19,0244499818851;19,0244499818851;0;NaN;NaN;NaN;0;72;
;B11;SYBR;;Unkn;;;22,3721445898504;22,3721445898504;0;NaN;NaN;NaN;0;72;
;B12;SYBR;;Unkn;;;17,5525821004967;17,5525821004967;0;NaN;NaN;NaN;0;72;
;C01;SYBR;;Unkn;;;21,7368733305724;21,7368733305724;0;NaN;NaN;NaN;0;72;
;C02;SYBR;;Unkn;;;22,2368750710548;22,2368750710548;0;NaN;NaN;NaN;0;72;
;C03;SYBR;;Unkn;;;21,8203727256917;21,8203727256917;0;NaN;NaN;NaN;0;72;
;C04;SYBR;;Unkn;;;22,104675700006;22,104675700006;0;NaN;NaN;NaN;0;72;
;C05;SYBR;;Unkn;;;22,2137466389553;22,2137466389553;0;NaN;NaN;NaN;0;72;
;C06;SYBR;;Unkn;;;24,9013473849338;24,9013473849338;0;NaN;NaN;NaN;0;72;
;C07;SYBR;;Unkn;;;22,2636581591224;22,2636581591224;0;NaN;NaN;NaN;0;72;
;C08;SYBR;;Unkn;;;21,9406653847025;21,9406653847025;0;NaN;NaN;NaN;0;72;
;C09;SYBR;;Unkn;;;22,4451589508775;22,4451589508775;0;NaN;NaN;NaN;0;72;
;C10;SYBR;;Unkn;;;21,8955380366876;21,8955380366876;0;NaN;NaN;NaN;0;72;
;C11;SYBR;;Unkn;;;21,6361087628043;21,6361087628043;0;NaN;NaN;NaN;0;72;
;C12;SYBR;;Unkn;;;22,2366186828247;22,2366186828247;0;NaN;NaN;NaN;0;72;
