;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;;Unkn;;;18,3951978807464;18,3951978807464;0;NaN;NaN;NaN;0;72;
;A02;SYBR;;Unkn;;;20,2962842963036;20,2962842963036;0;NaN;NaN;NaN;0;72;
;A03;SYBR;;Unkn;;;19,8672216844884;19,8672216844884;0;NaN;NaN;NaN;0;72;
;A04;SYBR;;Unkn;;;28,4010195593805;28,4010195593805;0;NaN;NaN;NaN;0;72;
;A05;SYBR;;Unkn;;;28,5181751848217;28,5181751848217;0;NaN;NaN;NaN;0;72;
;A06;SYBR;;Unkn;;;18,6244923396181;18,6244923396181;0;NaN;NaN;NaN;0;72;
;A07;SYBR;;Unkn;;;19,7348743067722;19,7348743067722;0;NaN;NaN;NaN;0;72;
;A08;SYBR;;Unkn;;;19,4450350790124;19,4450350790124;0;NaN;NaN;NaN;0;72;
;A09;SYBR;;Unkn;;;20,8733561746811;20,8733561746811;0;NaN;NaN;NaN;0;72;
;A10;SYBR;;Unkn;;;22,2329854482706;22,2329854482706;0;NaN;NaN;NaN;0;72;
;A11;SYBR;;Unkn;;;19,3777802401126;19,3777802401126;0;NaN;NaN;NaN;0;72;
;A12;SYBR;;Unkn;;;21,1802217649809;21,1802217649809;0;NaN;NaN;NaN;0;72;
;B01;SYBR;;Unkn;;;18,5173257849102;18,5173257849102;0;NaN;NaN;NaN;0;72;
;B02;SYBR;;Unkn;;;20,3782637404354;20,3782637404354;0;NaN;NaN;NaN;0;72;
;B03;SYBR;;Unkn;;;19,3749245738512;19,3749245738512;0;NaN;NaN;NaN;0;72;
;B04;SYBR;;Unkn;;;28,929519133767;28,929519133767;0;NaN;NaN;NaN;0;72;
;B05;SYBR;;Unkn;;;28,2157769769399;28,2157769769399;0;NaN;NaN;NaN;0;72;
;B06;SYBR;;Unkn;;;18,6248423785509;18,6248423785509;0;NaN;NaN;NaN;0;72;
;B07;SYBR;;Unkn;;;19,6220436708486;19,6220436708486;0;NaN;NaN;NaN;0;72;
;B08;SYBR;;Unkn;;;19,2784407316174;19,2784407316174;0;NaN;NaN;NaN;0;72;
;B09;SYBR;;Unkn;;;20,4387455596233;20,4387455596233;0;NaN;NaN;NaN;0;72;
;B10;SYBR;;Unkn;;;NaN;0;0;NaN;NaN;0;0;72;
;B11;SYBR;;Unkn;;;19,1792614362376;19,1792614362376;0;NaN;NaN;NaN;0;72;
;B12;SYBR;;Unkn;;;20,8371954930281;20,8371954930281;0;NaN;NaN;NaN;0;72;
;C01;SYBR;;Unkn;;;22,1884592958663;22,1884592958663;0;NaN;NaN;NaN;0;72;
;C02;SYBR;;Unkn;;;22,4511148213555;22,4511148213555;0;NaN;NaN;NaN;0;72;
;C03;SYBR;;Unkn;;;22,3494494507624;22,3494494507624;0;NaN;NaN;NaN;0;72;
;C04;SYBR;;Unkn;;;22,1989777098318;22,1989777098318;0;NaN;NaN;NaN;0;72;
;C05;SYBR;;Unkn;;;22,7613706190038;22,7613706190038;0;NaN;NaN;NaN;0;72;
;C06;SYBR;;Unkn;;;21,4217348045851;21,4217348045851;0;NaN;NaN;NaN;0;72;
;C07;SYBR;;Unkn;;;22,959224022748;22,959224022748;0;NaN;NaN;NaN;0;72;
;C08;SYBR;;Unkn;;;22,0078189512952;22,0078189512952;0;NaN;NaN;NaN;0;72;
;C09;SYBR;;Unkn;;;24,2259210080735;24,2259210080735;0;NaN;NaN;NaN;0;72;
;C10;SYBR;;Unkn;;;24,8989496928953;24,8989496928953;0;NaN;NaN;NaN;0;72;
;C11;SYBR;;Unkn;;;22,3062701586218;22,3062701586218;0;NaN;NaN;NaN;0;72;
;C12;SYBR;;Unkn;;;23,1168179480834;23,1168179480834;0;NaN;NaN;NaN;0;72;
;D01;SYBR;;Unkn;;;22,474060959885;22,474060959885;0;NaN;NaN;NaN;0;72;
;D02;SYBR;;Unkn;;;22,5567156556648;22,5567156556648;0;NaN;NaN;NaN;0;72;
;D03;SYBR;;Unkn;;;22,5759150980944;22,5759150980944;0;NaN;NaN;NaN;0;72;
;D04;SYBR;;Unkn;;;21,5843528023532;21,5843528023532;0;NaN;NaN;NaN;0;72;
;D05;SYBR;;Unkn;;;22,9347965931826;22,9347965931826;0;NaN;NaN;NaN;0;72;
;D06;SYBR;;Unkn;;;21,6204114610821;21,6204114610821;0;NaN;NaN;NaN;0;72;
;D07;SYBR;;Unkn;;;23,0859789749101;23,0859789749101;0;NaN;NaN;NaN;0;72;
;D08;SYBR;;Unkn;;;21,6740738422723;21,6740738422723;0;NaN;NaN;NaN;0;72;
;D09;SYBR;;Unkn;;;24,2508166451599;24,2508166451599;0;NaN;NaN;NaN;0;72;
;D10;SYBR;;Unkn;;;25,0787717096284;25,0787717096284;0;NaN;NaN;NaN;0;72;
;D11;SYBR;;Unkn;;;22,1636963366412;22,1636963366412;0;NaN;NaN;NaN;0;72;
;D12;SYBR;;Unkn;;;22,8557837781825;22,8557837781825;0;NaN;NaN;NaN;0;72;
;E01;SYBR;;Unkn;;;18,6137255499784;18,6137255499784;0;NaN;NaN;NaN;0;72;
;E02;SYBR;;Unkn;;;20,8445888420038;20,8445888420038;0;NaN;NaN;NaN;0;72;
;E03;SYBR;;Unkn;;;20,8728256995149;20,8728256995149;0;NaN;NaN;NaN;0;72;
;E04;SYBR;;Unkn;;;17,2710419077031;17,2710419077031;0;NaN;NaN;NaN;0;72;
;E05;SYBR;;Unkn;;;21,8104989686741;21,8104989686741;0;NaN;NaN;NaN;0;72;
;E06;SYBR;;Unkn;;;18,2914270052807;18,2914270052807;0;NaN;NaN;NaN;0;72;
;E07;SYBR;;Unkn;;;23,1611726607354;23,1611726607354;0;NaN;NaN;NaN;0;72;
;E08;SYBR;;Unkn;;;22,4002064809244;22,4002064809244;0;NaN;NaN;NaN;0;72;
;E09;SYBR;;Unkn;;;20,2408625393049;20,2408625393049;0;NaN;NaN;NaN;0;72;
;E10;SYBR;;Unkn;;;28,9502699766369;28,9502699766369;0;NaN;NaN;NaN;0;72;
;E11;SYBR;;Unkn;;;19,8569376920174;19,8569376920174;0;NaN;NaN;NaN;0;72;
;E12;SYBR;;Unkn;;;30,0901733932973;30,0901733932973;0;NaN;NaN;NaN;0;72;
;F01;SYBR;;Unkn;;;19,8468355572954;19,8468355572954;0;NaN;NaN;NaN;0;72;
;F02;SYBR;;Unkn;;;20,9905189651808;20,9905189651808;0;NaN;NaN;NaN;0;72;
;F03;SYBR;;Unkn;;;20,9336392199585;20,9336392199585;0;NaN;NaN;NaN;0;72;
;F04;SYBR;;Unkn;;;17,4103483260442;17,4103483260442;0;NaN;NaN;NaN;0;72;
;F05;SYBR;;Unkn;;;21,8087553365755;21,8087553365755;0;NaN;NaN;NaN;0;72;
