;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;;Unkn;;;17,8971556724183;17,8971556724183;0;NaN;NaN;NaN;0;72;
;A02;SYBR;;Unkn;;;19,0324274398102;19,0324274398102;0;NaN;NaN;NaN;0;72;
;A03;SYBR;;Unkn;;;18,1291941003096;18,1291941003096;0;NaN;NaN;NaN;0;72;
;A04;SYBR;;Unkn;;;21,019788543577;21,019788543577;0;NaN;NaN;NaN;0;72;
;A05;SYBR;;Unkn;;;19,5411135164355;19,5411135164355;0;NaN;NaN;NaN;0;72;
;A06;SYBR;;Unkn;;;17,3310385427576;17,3310385427576;0;NaN;NaN;NaN;0;72;
;A07;SYBR;;Unkn;;;27,5863950827529;27,5863950827529;0;NaN;NaN;NaN;0;72;
;A08;SYBR;;Unkn;;;17,1996547023077;17,1996547023077;0;NaN;NaN;NaN;0;72;
;A09;SYBR;;Unkn;;;21,7267066448033;21,7267066448033;0;NaN;NaN;NaN;0;72;
;A10;SYBR;;Unkn;;;17,2136167733552;17,2136167733552;0;NaN;NaN;NaN;0;72;
;A11;SYBR;;Unkn;;;23,5942408137885;23,5942408137885;0;NaN;NaN;NaN;0;72;
;A12;SYBR;;Unkn;;;18,2216384429216;18,2216384429216;0;NaN;NaN;NaN;0;72;
;B01;SYBR;;Unkn;;;17,5323582435108;17,5323582435108;0;NaN;NaN;NaN;0;72;
;B02;SYBR;;Unkn;;;19,0166360006454;19,0166360006454;0;NaN;NaN;NaN;0;72;
;B03;SYBR;;Unkn;;;17,8267960581198;17,8267960581198;0;NaN;NaN;NaN;0;72;
;B04;SYBR;;Unkn;;;20,7377704241865;20,7377704241865;0;NaN;NaN;NaN;0;72;
;B05;SYBR;;Unkn;;;19,1868592738548;19,1868592738548;0;NaN;NaN;NaN;0;72;
;B06;SYBR;;Unkn;;;17,2786562000486;17,2786562000486;0;NaN;NaN;NaN;0;72;
;B07;SYBR;;Unkn;;;28,2179227861694;28,2179227861694;0;NaN;NaN;NaN;0;72;
;B08;SYBR;;Unkn;;;17,0152674861779;17,0152674861779;0;NaN;NaN;NaN;0;72;
;B09;SYBR;;Unkn;;;21,2057566184757;21,2057566184757;0;NaN;NaN;NaN;0;72;
;B10;SYBR;;Unkn;;;16,9569250377564;16,9569250377564;0;NaN;NaN;NaN;0;72;
;B11;SYBR;;Unkn;;;23,5321277198523;23,5321277198523;0;NaN;NaN;NaN;0;72;
;B12;SYBR;;Unkn;;;18,0003719588048;18,0003719588048;0;NaN;NaN;NaN;0;72;
;C01;SYBR;;Unkn;;;21,7353133453659;21,7353133453659;0;NaN;NaN;NaN;0;72;
;C02;SYBR;;Unkn;;;21,7305523438522;21,7305523438522;0;NaN;NaN;NaN;0;72;
;C03;SYBR;;Unkn;;;21,609322209742;21,609322209742;0;NaN;NaN;NaN;0;72;
;C04;SYBR;;Unkn;;;21,7078767523511;21,7078767523511;0;NaN;NaN;NaN;0;72;
;C05;SYBR;;Unkn;;;21,3725590181361;21,3725590181361;0;NaN;NaN;NaN;0;72;
;C06;SYBR;;Unkn;;;19,2382754150388;19,2382754150388;0;NaN;NaN;NaN;0;72;
;C07;SYBR;;Unkn;;;37,1846263792527;37,1846263792527;0;NaN;NaN;NaN;0;72;
;C08;SYBR;;Unkn;;;21,3143052336064;21,3143052336064;0;NaN;NaN;NaN;0;72;
;C09;SYBR;;Unkn;;;21,6365617455307;21,6365617455307;0;NaN;NaN;NaN;0;72;
;C10;SYBR;;Unkn;;;21,7975742995605;21,7975742995605;0;NaN;NaN;NaN;0;72;
