;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;;Unkn;;;18,5260080364024;18,5260080364024;0;NaN;NaN;NaN;0;72;
;A02;SYBR;;Unkn;;;20,1201483789686;20,1201483789686;0;NaN;NaN;NaN;0;72;
;A03;SYBR;;Unkn;;;17,8538079710205;17,8538079710205;0;NaN;NaN;NaN;0;72;
;A04;SYBR;;Unkn;;;22,0199904834278;22,0199904834278;0;NaN;NaN;NaN;0;72;
;A05;SYBR;;Unkn;;;19,5244046926861;19,5244046926861;0;NaN;NaN;NaN;0;72;
;A06;SYBR;;Unkn;;;19,7817664268931;19,7817664268931;0;NaN;NaN;NaN;0;72;
;A07;SYBR;;Unkn;;;19,497160746623;19,497160746623;0;NaN;NaN;NaN;0;72;
;A08;SYBR;;Unkn;;;19,3461452999933;19,3461452999933;0;NaN;NaN;NaN;0;72;
;A09;SYBR;;Unkn;;;28,5033516060665;28,5033516060665;0;NaN;NaN;NaN;0;72;
;A10;SYBR;;Unkn;;;23,5559129791365;23,5559129791365;0;NaN;NaN;NaN;0;72;
;A11;SYBR;;Unkn;;;28,4750766623515;28,4750766623515;0;NaN;NaN;NaN;0;72;
;A12;SYBR;;Unkn;;;19,4921132578736;19,4921132578736;0;NaN;NaN;NaN;0;72;
;B01;SYBR;;Unkn;;;18,6276355787708;18,6276355787708;0;NaN;NaN;NaN;0;72;
;B02;SYBR;;Unkn;;;19,6570764680344;19,6570764680344;0;NaN;NaN;NaN;0;72;
;B03;SYBR;;Unkn;;;17,7519143855399;17,7519143855399;0;NaN;NaN;NaN;0;72;
;B04;SYBR;;Unkn;;;21,5835398690216;21,5835398690216;0;NaN;NaN;NaN;0;72;
;B05;SYBR;;Unkn;;;19,1648363124296;19,1648363124296;0;NaN;NaN;NaN;0;72;
;B06;SYBR;;Unkn;;;19,4384274169941;19,4384274169941;0;NaN;NaN;NaN;0;72;
;B07;SYBR;;Unkn;;;19,1598930620911;19,1598930620911;0;NaN;NaN;NaN;0;72;
;B08;SYBR;;Unkn;;;19,2855292071361;19,2855292071361;0;NaN;NaN;NaN;0;72;
;B09;SYBR;;Unkn;;;28,1615903896674;28,1615903896674;0;NaN;NaN;NaN;0;72;
;B10;SYBR;;Unkn;;;23,3148477686662;23,3148477686662;0;NaN;NaN;NaN;0;72;
;B11;SYBR;;Unkn;;;28,1788477539731;28,1788477539731;0;NaN;NaN;NaN;0;72;
;B12;SYBR;;Unkn;;;19,1094568939899;19,1094568939899;0;NaN;NaN;NaN;0;72;
;C01;SYBR;;Unkn;;;22,329631980576;22,329631980576;0;NaN;NaN;NaN;0;72;
;C02;SYBR;;Unkn;;;22,120632218602;22,120632218602;0;NaN;NaN;NaN;0;72;
;C03;SYBR;;Unkn;;;22,0310755301471;22,0310755301471;0;NaN;NaN;NaN;0;72;
;C04;SYBR;;Unkn;;;21,7464865578081;21,7464865578081;0;NaN;NaN;NaN;0;72;
;C05;SYBR;;Unkn;;;22,0413567820997;22,0413567820997;0;NaN;NaN;NaN;0;72;
;C06;SYBR;;Unkn;;;22,0738452305216;22,0738452305216;0;NaN;NaN;NaN;0;72;
;C07;SYBR;;Unkn;;;21,4256235554965;21,4256235554965;0;NaN;NaN;NaN;0;72;
;C08;SYBR;;Unkn;;;21,5133287490945;21,5133287490945;0;NaN;NaN;NaN;0;72;
;C09;SYBR;;Unkn;;;21,390413174845;21,390413174845;0;NaN;NaN;NaN;0;72;
;C10;SYBR;;Unkn;;;21,4184002329635;21,4184002329635;0;NaN;NaN;NaN;0;72;
;C11;SYBR;;Unkn;;;21,6039979364303;21,6039979364303;0;NaN;NaN;NaN;0;72;
;C12;SYBR;;Unkn;;;22,2256756380275;22,2256756380275;0;NaN;NaN;NaN;0;72;
;D01;SYBR;;Unkn;;;22,4127531939671;22,4127531939671;0;NaN;NaN;NaN;0;72;
;D02;SYBR;;Unkn;;;22,297017910455;22,297017910455;0;NaN;NaN;NaN;0;72;
;D03;SYBR;;Unkn;;;22,4805632204696;22,4805632204696;0;NaN;NaN;NaN;0;72;
;D04;SYBR;;Unkn;;;21,7140994848192;21,7140994848192;0;NaN;NaN;NaN;0;72;
;D05;SYBR;;Unkn;;;21,8463723074116;21,8463723074116;0;NaN;NaN;NaN;0;72;
;D06;SYBR;;Unkn;;;23,4131524483643;23,4131524483643;0;NaN;NaN;NaN;0;72;
;D07;SYBR;;Unkn;;;21,5819249702656;21,5819249702656;0;NaN;NaN;NaN;0;72;
;D08;SYBR;;Unkn;;;21,6848585208509;21,6848585208509;0;NaN;NaN;NaN;0;72;
;D09;SYBR;;Unkn;;;21,1478204213028;21,1478204213028;0;NaN;NaN;NaN;0;72;
;D10;SYBR;;Unkn;;;21,7231959984382;21,7231959984382;0;NaN;NaN;NaN;0;72;
;D11;SYBR;;Unkn;;;21,2686223671182;21,2686223671182;0;NaN;NaN;NaN;0;72;
;D12;SYBR;;Unkn;;;22,2456602497994;22,2456602497994;0;NaN;NaN;NaN;0;72;
