;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;;Unkn;;;18,674261949313;18,674261949313;0;NaN;NaN;NaN;0;72;
;A02;SYBR;;Unkn;;;18,3751113769179;18,3751113769179;0;NaN;NaN;NaN;0;72;
;A03;SYBR;;Unkn;;;17,3630082417889;17,3630082417889;0;NaN;NaN;NaN;0;72;
;A04;SYBR;;Unkn;;;21,5604216394683;21,5604216394683;0;NaN;NaN;NaN;0;72;
;A05;SYBR;;Unkn;;;22,3052577432408;22,3052577432408;0;NaN;NaN;NaN;0;72;
;A06;SYBR;;Unkn;;;18,2529208629737;18,2529208629737;0;NaN;NaN;NaN;0;72;
;A07;SYBR;;Unkn;;;21,2848776574524;21,2848776574524;0;NaN;NaN;NaN;0;72;
;A08;SYBR;;Unkn;;;17,3335512621249;17,3335512621249;0;NaN;NaN;NaN;0;72;
;A09;SYBR;;Unkn;;;30,5870050533965;30,5870050533965;0;NaN;NaN;NaN;0;72;
;A10;SYBR;;Unkn;;;19,5149949485139;19,5149949485139;0;NaN;NaN;NaN;0;72;
;A11;SYBR;;Unkn;;;19,5917133594031;19,5917133594031;0;NaN;NaN;NaN;0;72;
;A12;SYBR;;Unkn;;;19,7465238638119;19,7465238638119;0;NaN;NaN;NaN;0;72;
;B01;SYBR;;Unkn;;;18,5200934022975;18,5200934022975;0;NaN;NaN;NaN;0;72;
;B02;SYBR;;Unkn;;;18,5219951409669;18,5219951409669;0;NaN;NaN;NaN;0;72;
;B03;SYBR;;Unkn;;;17,8321862955244;17,8321862955244;0;NaN;NaN;NaN;0;72;
;B04;SYBR;;Unkn;;;21,6595079369738;21,6595079369738;0;NaN;NaN;NaN;0;72;
;B05;SYBR;;Unkn;;;21,6024015298817;21,6024015298817;0;NaN;NaN;NaN;0;72;
;B06;SYBR;;Unkn;;;18,2041930787949;18,2041930787949;0;NaN;NaN;NaN;0;72;
;B07;SYBR;;Unkn;;;21,2747418582848;21,2747418582848;0;NaN;NaN;NaN;0;72;
;B08;SYBR;;Unkn;;;17,0165271142638;17,0165271142638;0;NaN;NaN;NaN;0;72;
;B09;SYBR;;Unkn;;;30,2503715135823;30,2503715135823;0;NaN;NaN;NaN;0;72;
;B10;SYBR;;Unkn;;;19,8177864794265;19,8177864794265;0;NaN;NaN;NaN;0;72;
;B11;SYBR;;Unkn;;;19,2100681571974;19,2100681571974;0;NaN;NaN;NaN;0;72;
;B12;SYBR;;Unkn;;;19,3984733313835;19,3984733313835;0;NaN;NaN;NaN;0;72;
;C01;SYBR;;Unkn;;;22,2344955500973;22,2344955500973;0;NaN;NaN;NaN;0;72;
;C02;SYBR;;Unkn;;;22,3555427995557;22,3555427995557;0;NaN;NaN;NaN;0;72;
