;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;;Unkn;;;18,9892357420852;18,9892357420852;0;NaN;NaN;NaN;0;72;
;A02;SYBR;;Unkn;;;21,1185152453347;21,1185152453347;0;NaN;NaN;NaN;0;72;
;A03;SYBR;;Unkn;;;21,4724655253502;21,4724655253502;0;NaN;NaN;NaN;0;72;
;A04;SYBR;;Unkn;;;22,9143862858186;22,9143862858186;0;NaN;NaN;NaN;0;72;
;A05;SYBR;;Unkn;;;22,3422525251121;22,3422525251121;0;NaN;NaN;NaN;0;72;
;A06;SYBR;;Unkn;;;18,0791433670439;18,0791433670439;0;NaN;NaN;NaN;0;72;
;A07;SYBR;;Unkn;;;19,0816912768125;19,0816912768125;0;NaN;NaN;NaN;0;72;
;A08;SYBR;;Unkn;;;20,0588195930602;20,0588195930602;0;NaN;NaN;NaN;0;72;
;A09;SYBR;;Unkn;;;19,7219993592398;19,7219993592398;0;NaN;NaN;NaN;0;72;
;A10;SYBR;;Unkn;;;19,3643029801488;19,3643029801488;0;NaN;NaN;NaN;0;72;
;A11;SYBR;;Unkn;;;19,3733359063338;19,3733359063338;0;NaN;NaN;NaN;0;72;
;A12;SYBR;;Unkn;;;20,0558351454803;20,0558351454803;0;NaN;NaN;NaN;0;72;
;B01;SYBR;;Unkn;;;18,713237694204;18,713237694204;0;NaN;NaN;NaN;0;72;
;B02;SYBR;;Unkn;;;20,7609892930325;20,7609892930325;0;NaN;NaN;NaN;0;72;
;B03;SYBR;;Unkn;;;21,0769817214549;21,0769817214549;0;NaN;NaN;NaN;0;72;
;B04;SYBR;;Unkn;;;NaN;0;0;NaN;NaN;0;0;72;
;B05;SYBR;;Unkn;;;22,0264880253755;22,0264880253755;0;NaN;NaN;NaN;0;72;
;B06;SYBR;;Unkn;;;17,9865434709827;17,9865434709827;0;NaN;NaN;NaN;0;72;
;B07;SYBR;;Unkn;;;18,7946259266878;18,7946259266878;0;NaN;NaN;NaN;0;72;
;B08;SYBR;;Unkn;;;19,9721053929404;19,9721053929404;0;NaN;NaN;NaN;0;72;
;B09;SYBR;;Unkn;;;19,6291777896676;19,6291777896676;0;NaN;NaN;NaN;0;72;
;B10;SYBR;;Unkn;;;19,1864453502435;19,1864453502435;0;NaN;NaN;NaN;0;72;
;B11;SYBR;;Unkn;;;19,3647140394807;19,3647140394807;0;NaN;NaN;NaN;0;72;
;B12;SYBR;;Unkn;;;19,6281149243577;19,6281149243577;0;NaN;NaN;NaN;0;72;
;C01;SYBR;;Unkn;;;22,4336367736847;22,4336367736847;0;NaN;NaN;NaN;0;72;
;C02;SYBR;;Unkn;;;22,4931364367609;22,4931364367609;0;NaN;NaN;NaN;0;72;
;C03;SYBR;;Unkn;;;23,110166968142;23,110166968142;0;NaN;NaN;NaN;0;72;
;C04;SYBR;;Unkn;;;23,4071256549427;23,4071256549427;0;NaN;NaN;NaN;0;72;
;C05;SYBR;;Unkn;;;22,9084224411304;22,9084224411304;0;NaN;NaN;NaN;0;72;
;C06;SYBR;;Unkn;;;26,4450887977688;26,4450887977688;0;NaN;NaN;NaN;0;72;
;C07;SYBR;;Unkn;;;23,099974872213;23,099974872213;0;NaN;NaN;NaN;0;72;
