;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;;Unkn;;;19,301322121138;19,301322121138;0;NaN;NaN;NaN;0;72;
;A02;SYBR;;Unkn;;;20,1589694380246;20,1589694380246;0;NaN;NaN;NaN;0;72;
;A03;SYBR;;Unkn;;;21,0877795831226;21,0877795831226;0;NaN;NaN;NaN;0;72;
;A04;SYBR;;Unkn;;;22,3368616335452;22,3368616335452;0;NaN;NaN;NaN;0;72;
;A05;SYBR;;Unkn;;;25,6902406249989;25,6902406249989;0;NaN;NaN;NaN;0;72;
;A06;SYBR;;Unkn;;;19,1905341453221;19,1905341453221;0;NaN;NaN;NaN;0;72;
;A07;SYBR;;Unkn;;;30,2312407052718;30,2312407052718;0;NaN;NaN;NaN;0;72;
;A08;SYBR;;Unkn;;;19,7787820243974;19,7787820243974;0;NaN;NaN;NaN;0;72;
;A09;SYBR;;Unkn;;;20,2241070116337;20,2241070116337;0;NaN;NaN;NaN;0;72;
;A10;SYBR;;Unkn;;;20,0473564480766;20,0473564480766;0;NaN;NaN;NaN;0;72;
;A11;SYBR;;Unkn;;;18,7735925915157;18,7735925915157;0;NaN;NaN;NaN;0;72;
;A12;SYBR;;Unkn;;;22,0451141671641;22,0451141671641;0;NaN;NaN;NaN;0;72;
;B01;SYBR;;Unkn;;;18,4863634726353;18,4863634726353;0;NaN;NaN;NaN;0;72;
;B02;SYBR;;Unkn;;;19,8791668610368;19,8791668610368;0;NaN;NaN;NaN;0;72;
;B03;SYBR;;Unkn;;;20,7790866198812;20,7790866198812;0;NaN;NaN;NaN;0;72;
;B04;SYBR;;Unkn;;;22,2453877624778;22,2453877624778;0;NaN;NaN;NaN;0;72;
;B05;SYBR;;Unkn;;;25,6398035282115;25,6398035282115;0;NaN;NaN;NaN;0;72;
;B06;SYBR;;Unkn;;;18,899035752231;18,899035752231;0;NaN;NaN;NaN;0;72;
;B07;SYBR;;Unkn;;;25,5993969195069;25,5993969195069;0;NaN;NaN;NaN;0;72;
;B08;SYBR;;Unkn;;;19,7597491213268;19,7597491213268;0;NaN;NaN;NaN;0;72;
;B09;SYBR;;Unkn;;;20,1771187973905;20,1771187973905;0;NaN;NaN;NaN;0;72;
;B10;SYBR;;Unkn;;;19,5294700428928;19,5294700428928;0;NaN;NaN;NaN;0;72;
;B11;SYBR;;Unkn;;;19,0354392439383;19,0354392439383;0;NaN;NaN;NaN;0;72;
;B12;SYBR;;Unkn;;;21,5400515664834;21,5400515664834;0;NaN;NaN;NaN;0;72;
;C01;SYBR;;Unkn;;;22,2744303297592;22,2744303297592;0;NaN;NaN;NaN;0;72;
;C02;SYBR;;Unkn;;;22,6303147978573;22,6303147978573;0;NaN;NaN;NaN;0;72;
;C03;SYBR;;Unkn;;;21,9580327100522;21,9580327100522;0;NaN;NaN;NaN;0;72;
;C04;SYBR;;Unkn;;;23,1480900977132;23,1480900977132;0;NaN;NaN;NaN;0;72;
;C05;SYBR;;Unkn;;;29,6032001630218;29,6032001630218;0;NaN;NaN;NaN;0;72;
;C06;SYBR;;Unkn;;;23,0249240446771;23,0249240446771;0;NaN;NaN;NaN;0;72;
;C07;SYBR;;Unkn;;;22,4188280858594;22,4188280858594;0;NaN;NaN;NaN;0;72;
;C08;SYBR;;Unkn;;;22,4090550472144;22,4090550472144;0;NaN;NaN;NaN;0;72;
;C09;SYBR;;Unkn;;;23,132988485214;23,132988485214;0;NaN;NaN;NaN;0;72;
;C10;SYBR;;Unkn;;;22,1529060829337;22,1529060829337;0;NaN;NaN;NaN;0;72;
;C11;SYBR;;Unkn;;;22,3390522473801;22,3390522473801;0;NaN;NaN;NaN;0;72;
;C12;SYBR;;Unkn;;;26,8052110370789;26,8052110370789;0;NaN;NaN;NaN;0;72;
;D01;SYBR;;Unkn;;;22,6376898556265;22,6376898556265;0;NaN;NaN;NaN;0;72;
;D02;SYBR;;Unkn;;;22,8153343112054;22,8153343112054;0;NaN;NaN;NaN;0;72;
;D03;SYBR;;Unkn;;;22,1259258890823;22,1259258890823;0;NaN;NaN;NaN;0;72;
;D04;SYBR;;Unkn;;;22,8064020201798;22,8064020201798;0;NaN;NaN;NaN;0;72;
;D05;SYBR;;Unkn;;;30,2837625614396;30,2837625614396;0;NaN;NaN;NaN;0;72;
;D06;SYBR;;Unkn;;;22,8445772120264;22,8445772120264;0;NaN;NaN;NaN;0;72;
;D07;SYBR;;Unkn;;;22,2716691018598;22,2716691018598;0;NaN;NaN;NaN;0;72;
;D08;SYBR;;Unkn;;;22,3028272219133;22,3028272219133;0;NaN;NaN;NaN;0;72;
;D09;SYBR;;Unkn;;;23,2659493935526;23,2659493935526;0;NaN;NaN;NaN;0;72;
;D10;SYBR;;Unkn;;;22,1211005610137;22,1211005610137;0;NaN;NaN;NaN;0;72;
;D11;SYBR;;Unkn;;;22,3105344519668;22,3105344519668;0;NaN;NaN;NaN;0;72;
;D12;SYBR;;Unkn;;;24,3586556899033;24,3586556899033;0;NaN;NaN;NaN;0;72;
;E01;SYBR;;Unkn;;;20,0617894746571;20,0617894746571;0;NaN;NaN;NaN;0;72;
;E02;SYBR;;Unkn;;;18,3933910687746;18,3933910687746;0;NaN;NaN;NaN;0;72;
;E03;SYBR;;Unkn;;;20,3008799903919;20,3008799903919;0;NaN;NaN;NaN;0;72;
;E04;SYBR;;Unkn;;;22,0970534904219;22,0970534904219;0;NaN;NaN;NaN;0;72;
;E05;SYBR;;Unkn;;;19,4356799930736;19,4356799930736;0;NaN;NaN;NaN;0;72;
;E06;SYBR;;Unkn;;;20,0834790920679;20,0834790920679;0;NaN;NaN;NaN;0;72;
;E07;SYBR;;Unkn;;;19,6804091431959;19,6804091431959;0;NaN;NaN;NaN;0;72;
;E08;SYBR;;Unkn;;;18,6723410501001;18,6723410501001;0;NaN;NaN;NaN;0;72;
;E09;SYBR;;Unkn;;;25,0691368300479;25,0691368300479;0;NaN;NaN;NaN;0;72;
;E10;SYBR;;Unkn;;;21,5605739538234;21,5605739538234;0;NaN;NaN;NaN;0;72;
;E11;SYBR;;Unkn;;;20,8358196427316;20,8358196427316;0;NaN;NaN;NaN;0;72;
;E12;SYBR;;Unkn;;;23,5411151104383;23,5411151104383;0;NaN;NaN;NaN;0;72;
;F01;SYBR;;Unkn;;;20,264138368628;20,264138368628;0;NaN;NaN;NaN;0;72;
;F02;SYBR;;Unkn;;;18,1961428542979;18,1961428542979;0;NaN;NaN;NaN;0;72;
;F03;SYBR;;Unkn;;;20,3532558398143;20,3532558398143;0;NaN;NaN;NaN;0;72;
;F04;SYBR;;Unkn;;;22,2209263406597;22,2209263406597;0;NaN;NaN;NaN;0;72;
;F05;SYBR;;Unkn;;;18,9442971972596;18,9442971972596;0;NaN;NaN;NaN;0;72;
;F06;SYBR;;Unkn;;;20,4829979475942;20,4829979475942;0;NaN;NaN;NaN;0;72;
;F07;SYBR;;Unkn;;;19,6528124058193;19,6528124058193;0;NaN;NaN;NaN;0;72;
;F08;SYBR;;Unkn;;;18,7074976004584;18,7074976004584;0;NaN;NaN;NaN;0;72;
;F09;SYBR;;Unkn;;;24,7737867402994;24,7737867402994;0;NaN;NaN;NaN;0;72;
;F10;SYBR;;Unkn;;;21,6848379179264;21,6848379179264;0;NaN;NaN;NaN;0;72;
;F11;SYBR;;Unkn;;;20,9640776722157;20,9640776722157;0;NaN;NaN;NaN;0;72;
;F12;SYBR;;Unkn;;;24,0801830038813;24,0801830038813;0;NaN;NaN;NaN;0;72;
;G01;SYBR;;Unkn;;;22,8902536769989;22,8902536769989;0;NaN;NaN;NaN;0;72;
;G02;SYBR;;Unkn;;;22,2560682210658;22,2560682210658;0;NaN;NaN;NaN;0;72;
;G03;SYBR;;Unkn;;;23,0147113138624;23,0147113138624;0;NaN;NaN;NaN;0;72;
;G04;SYBR;;Unkn;;;22,0668535892931;22,0668535892931;0;NaN;NaN;NaN;0;72;
;G05;SYBR;;Unkn;;;22,2820968755841;22,2820968755841;0;NaN;NaN;NaN;0;72;
;G06;SYBR;;Unkn;;;23,2720220961368;23,2720220961368;0;NaN;NaN;NaN;0;72;
;G07;SYBR;;Unkn;;;23,2968879381808;23,2968879381808;0;NaN;NaN;NaN;0;72;
;G08;SYBR;;Unkn;;;22,7368326661923;22,7368326661923;0;NaN;NaN;NaN;0;72;
;G09;SYBR;;Unkn;;;28,1193143918214;28,1193143918214;0;NaN;NaN;NaN;0;72;
;G10;SYBR;;Unkn;;;22,2901296746553;22,2901296746553;0;NaN;NaN;NaN;0;72;
;G11;SYBR;;Unkn;;;23,8071783472398;23,8071783472398;0;NaN;NaN;NaN;0;72;
;G12;SYBR;;Unkn;;;22,8489701254117;22,8489701254117;0;NaN;NaN;NaN;0;72;
