;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;;Unkn;;;19,3084857343608;19,3084857343608;0;NaN;NaN;NaN;0;72;
;A02;SYBR;;Unkn;;;20,5849001904698;20,5849001904698;0;NaN;NaN;NaN;0;72;
;A03;SYBR;;Unkn;;;30,1472900104406;30,1472900104406;0;NaN;NaN;NaN;0;72;
;A04;SYBR;;Unkn;;;18,7972391357658;18,7972391357658;0;NaN;NaN;NaN;0;72;
;A05;SYBR;;Unkn;;;20,1494597713032;20,1494597713032;0;NaN;NaN;NaN;0;72;
;A06;SYBR;;Unkn;;;20,1201035640834;20,1201035640834;0;NaN;NaN;NaN;0;72;
;A07;SYBR;;Unkn;;;21,8447415070381;21,8447415070381;0;NaN;NaN;NaN;0;72;
;A08;SYBR;;Unkn;;;22,4562636176734;22,4562636176734;0;NaN;NaN;NaN;0;72;
;A09;SYBR;;Unkn;;;19,3603533444018;19,3603533444018;0;NaN;NaN;NaN;0;72;
;A10;SYBR;;Unkn;;;19,0499015199778;19,0499015199778;0;NaN;NaN;NaN;0;72;
;A11;SYBR;;Unkn;;;26,5842486891565;26,5842486891565;0;NaN;NaN;NaN;0;72;
;A12;SYBR;;Unkn;;;17,797012851355;17,797012851355;0;NaN;NaN;NaN;0;72;
;B01;SYBR;;Unkn;;;19,0650743204054;19,0650743204054;0;NaN;NaN;NaN;0;72;
;B02;SYBR;;Unkn;;;20,2508720004008;20,2508720004008;0;NaN;NaN;NaN;0;72;
;B03;SYBR;;Unkn;;;30,016267841274;30,016267841274;0;NaN;NaN;NaN;0;72;
;B04;SYBR;;Unkn;;;18,8835648173827;18,8835648173827;0;NaN;NaN;NaN;0;72;
;B05;SYBR;;Unkn;;;19,9771337602225;19,9771337602225;0;NaN;NaN;NaN;0;72;
;B06;SYBR;;Unkn;;;20,3227070786206;20,3227070786206;0;NaN;NaN;NaN;0;72;
;B07;SYBR;;Unkn;;;21,4143862475061;21,4143862475061;0;NaN;NaN;NaN;0;72;
;B08;SYBR;;Unkn;;;22,0808442649382;22,0808442649382;0;NaN;NaN;NaN;0;72;
;B09;SYBR;;Unkn;;;19,344745847307;19,344745847307;0;NaN;NaN;NaN;0;72;
;B10;SYBR;;Unkn;;;19,082122323444;19,082122323444;0;NaN;NaN;NaN;0;72;
;B11;SYBR;;Unkn;;;26,1456476896953;26,1456476896953;0;NaN;NaN;NaN;0;72;
;B12;SYBR;;Unkn;;;17,507712110872;17,507712110872;0;NaN;NaN;NaN;0;72;
;C01;SYBR;;Unkn;;;22,6063797027182;22,6063797027182;0;NaN;NaN;NaN;0;72;
;C02;SYBR;;Unkn;;;22,5228058308236;22,5228058308236;0;NaN;NaN;NaN;0;72;
;C03;SYBR;;Unkn;;;22,1296667898028;22,1296667898028;0;NaN;NaN;NaN;0;72;
;C04;SYBR;;Unkn;;;22,877025930175;22,877025930175;0;NaN;NaN;NaN;0;72;
;C05;SYBR;;Unkn;;;22,6964860276436;22,6964860276436;0;NaN;NaN;NaN;0;72;
;C06;SYBR;;Unkn;;;22,8759532215537;22,8759532215537;0;NaN;NaN;NaN;0;72;
;C07;SYBR;;Unkn;;;22,4791541621132;22,4791541621132;0;NaN;NaN;NaN;0;72;
;C08;SYBR;;Unkn;;;26,6516910227572;26,6516910227572;0;NaN;NaN;NaN;0;72;
;C09;SYBR;;Unkn;;;22,5926607532277;22,5926607532277;0;NaN;NaN;NaN;0;72;
;C10;SYBR;;Unkn;;;22,2555726576761;22,2555726576761;0;NaN;NaN;NaN;0;72;
;C11;SYBR;;Unkn;;;22,9386627122544;22,9386627122544;0;NaN;NaN;NaN;0;72;
;C12;SYBR;;Unkn;;;22,5715766696434;22,5715766696434;0;NaN;NaN;NaN;0;72;
;D01;SYBR;;Unkn;;;22,8801753829443;22,8801753829443;0;NaN;NaN;NaN;0;72;
;D02;SYBR;;Unkn;;;22,5600378612976;22,5600378612976;0;NaN;NaN;NaN;0;72;
;D03;SYBR;;Unkn;;;22,3025813818957;22,3025813818957;0;NaN;NaN;NaN;0;72;
;D04;SYBR;;Unkn;;;22,8962883970387;22,8962883970387;0;NaN;NaN;NaN;0;72;
;D05;SYBR;;Unkn;;;23,0913723787;23,0913723787;0;NaN;NaN;NaN;0;72;
;D06;SYBR;;Unkn;;;22,8718423850898;22,8718423850898;0;NaN;NaN;NaN;0;72;
;D07;SYBR;;Unkn;;;22,7295399580124;22,7295399580124;0;NaN;NaN;NaN;0;72;
;D08;SYBR;;Unkn;;;26,4481677056935;26,4481677056935;0;NaN;NaN;NaN;0;72;
;D09;SYBR;;Unkn;;;22,6229206773179;22,6229206773179;0;NaN;NaN;NaN;0;72;
;D10;SYBR;;Unkn;;;22,3030129641746;22,3030129641746;0;NaN;NaN;NaN;0;72;
;D11;SYBR;;Unkn;;;22,924987677968;22,924987677968;0;NaN;NaN;NaN;0;72;
;D12;SYBR;;Unkn;;;22,7320332706551;22,7320332706551;0;NaN;NaN;NaN;0;72;
;E01;SYBR;;Unkn;;;18,2707595283553;18,2707595283553;0;NaN;NaN;NaN;0;72;
;E02;SYBR;;Unkn;;;21,6557873510159;21,6557873510159;0;NaN;NaN;NaN;0;72;
;E03;SYBR;;Unkn;;;18,4408154351655;18,4408154351655;0;NaN;NaN;NaN;0;72;
;E04;SYBR;;Unkn;;;17,3190679042949;17,3190679042949;0;NaN;NaN;NaN;0;72;
;E05;SYBR;;Unkn;;;18,0124613794822;18,0124613794822;0;NaN;NaN;NaN;0;72;
;E06;SYBR;;Unkn;;;23,1959677237621;23,1959677237621;0;NaN;NaN;NaN;0;72;
